,University Admission year,Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?
1052,2020,Female,20,2019,7,No,No,6,5,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,4,Software,Single,No,Family,No,6.6000000000000005,Yes,8.35,70,200000
1053,2020,Female,22,2019,9,No,No,3,4,Offline,Yes,Yes,8,Intermediate,50,Yes,No,No,Cyber security,1,UI/UX,Relationship,No,Bachelor,No,4.25,No,7.5,95,200000
1054,2020,Female,22,2019,10,No,No,3,2,Online,Yes,Yes,7,Intermediate,88,No,No,No,Web development,5,NETWORKING,Relationship,No,Family,No,7.25,No,9.825000000000001,125,200000
1055,2020,Female,21,2020,10,No,No,5,2,Offline,Yes,Yes,6,Advance,80,No,No,Yes,Programming,3,UI/UX,Single,No,Bachelor,No,4.75,No,7.75,99,200000
1056,2020,Male,22,2019,10,No,No,3,2,Offline,Yes,Yes,9,Intermediate,75,No,No,No,Cyber security,2,Hardware,Single,No,Bachelor,No,5.0249999999999995,No,7.7,126,250000
1057,2021,Female,20,2021,7,Yes,No,5,4,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,4,UI/UX,Single,No,Family,No,5.825,No,9.725,104,277000
1058,2020,Male,20,2020,7,Yes,Yes,6,2,Online,Yes,Yes,4,Advance,70,No,No,No,Programming,3,Software,Single,No,Family,No,4.0,No,7.25,30,20000
1059,2020,Male,23,2019,11,Yes,Yes,4,2,Online,Yes,Yes,3,Intermediate,96,No,No,No,Networking,3,Data Science,Single,No,Family,No,6.675,No,8.5,140,30000
1060,2022,Male,21,2021,5,No,Yes,2,1,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,Web development,4,Software,Single,Yes,Bachelor,No,2.625,No,7.0,18,30000
1061,2022,Female,21,2021,6,No,Yes,7,2,Offline,Yes,No,3,Advance,100,Yes,No,Yes,Programming,2,UI/UX,Relationship,Yes,Bachelor,No,3.675,No,6.35,88,32000
1062,2022,Male,23,2020,5,No,Yes,2,2,Offline,Yes,Yes,1,Basic,100,Yes,No,Yes,Programming,3,Software,Single,Yes,Bachelor,No,3.95,Yes,3.55,14,35000
1063,2021,Male,23,2020,5,No,Yes,6,2,Offline,Yes,Yes,4,Basic,90,No,No,No,Web development,5,Software,Single,Yes,Bachelor,No,6.125,No,5.9750000000000005,40,35000
1064,2021,Male,19,2021,8,No,Yes,3,3,Online,Yes,Yes,2,Advance,89,No,No,No,Cyber security,4,Data Science,Single,No,Family,No,4.675000000000001,No,7.0,136,35000
1065,2020,Male,21,2019,9,No,Yes,3,2,Online,Yes,Yes,8,Intermediate,70,No,No,No,Programming,1,Software,Single,No,Family,No,5.825,No,8.675,128,37000
1066,2020,Male,24,2019,11,No,Yes,1,3,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Cyber security,2,Data Science,Relationship,No,Bachelor,No,7.25,No,9.8,144,37000
1067,2021,Female,19,2021,6,No,Yes,3,1,Offline,Yes,Yes,5,Advance,60,Yes,No,No,Cyber security,3,Data Science,Single,No,Bachelor,No,4.45,No,6.574999999999999,97,37000
1068,2020,Female,21,2019,11,No,Yes,4,2,Offline,Yes,Yes,7,Advance,100,No,No,No,Cyber security,2,Software,Single,No,Family,No,6.925,No,9.775,139,38000
1069,2021,Female,22,2021,7,No,Yes,4,2,Offline,Yes,Yes,5,Advance,100,No,No,No,Cyber security,2,Hardware,Relationship,No,Family,No,4.95,No,7.574999999999999,111,39000
1070,2020,Male,23,2018,11,No,Yes,5,2,Online,Yes,Yes,11,Basic,35,No,No,Yes,Programming,2,Software,Relationship,Yes,Bachelor,No,3.5749999999999997,No,6.625,107,40000
1071,2021,Male,20,2020,9,Yes,Yes,5,2,Offline,Yes,Yes,3,Advance,100,No,No,No,Cyber security,3,Software,Single,No,Family,No,6.925,No,9.9,129,42000
1072,2020,Female,20,2020,11,Yes,Yes,2,2,Online,Yes,Yes,3,Advance,43,Yes,No,No,Networking,4,Hardware,Married,No,Family,No,7.025,No,9.75,144,43000
1073,2020,Female,21,2019,11,No,Yes,3,1,Online,Yes,Yes,3,Intermediate,70,No,No,No,Programming,2,Software,Relationship,No,Bachelor,Yes,5.25,No,8.0,137,45000
1074,2020,Female,25,2019,11,No,Yes,2,2,Offline,Yes,Yes,2,Intermediate,67,Yes,No,No,Machine Learning,4,Data Science,Relationship,Yes,Bachelor,No,4.675000000000001,No,7.3,144,45000
1075,2022,Female,22,2020,5,Yes,Yes,1,2,Offline,Yes,Yes,7,Intermediate,100,No,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,6.45,No,9.350000000000001,39,45000
1076,2021,Female,22,2021,6,No,Yes,3,1,Offline,Yes,Yes,7,Intermediate,80,Yes,No,Yes,Cyber security,2,Hardware,Relationship,No,Bachelor,No,4.425,No,7.05,109,45000
1077,2018,Male,24,2018,11,No,Yes,3,1,Offline,Yes,Yes,7,Intermediate,88,Yes,No,Yes,Artificial Intelligence,3,Hardware,Single,No,Family,No,5.4,No,8.325,143,46000
1078,2020,Female,23,2018,11,Yes,Yes,1,1,Offline,Yes,No,2,Advance,100,No,No,No,Programming,3,Hardware,Single,Yes,Family,Yes,6.324999999999999,No,9.525,132,50000
1079,2022,Male,23,2020,8,No,Yes,3,2,Offline,Yes,Yes,3,Advance,98,No,No,Yes,Web development,2,Software,Relationship,No,Family,No,6.875,No,9.1,18,50000
1080,2020,Female,20,2020,9,No,Yes,3,2,Online,Yes,Yes,7,Advance,70,No,No,Yes,Web development,1,UI/UX,Single,Yes,Family,No,5.0249999999999995,No,7.875,131,50000
1081,2021,Female,20,2020,9,Yes,Yes,3,2,Online,Yes,Yes,3,Intermediate,76,No,No,Yes,Artificial Intelligence,3,Hardware,Single,Yes,Family,No,6.925,No,9.5,129,50000
1082,2019,Female,22,2018,11,No,Yes,5,3,Online,Yes,Yes,11,Intermediate,80,No,No,No,Web development,2,UI/UX,Single,No,Bachelor,No,5.1,No,7.9,143,51000
1083,2021,Male,20,2020,7,Yes,Yes,5,3,Online,Yes,Yes,4,Intermediate,55,No,No,Yes,Cyber security,2,Data Science,Single,No,Family,No,5.0249999999999995,No,7.824999999999999,101,51000
1084,2021,Female,20,2020,8,No,Yes,3,2,Online,Yes,Yes,3,Basic,24,No,No,Yes,Programming,4,UI/UX,Relationship,Yes,Bachelor,No,4.675000000000001,No,7.325,117,52000
1085,2020,Male,24,2019,10,Yes,Yes,6,2,Offline,Yes,Yes,3,Advance,100,No,No,No,Cyber security,1,Data Science,Married,Yes,Family,No,5.05,No,7.7749999999999995,134,53000
1086,2021,Male,21,2021,9,No,Yes,3,2,Offline,Yes,Yes,6,Intermediate,70,No,No,Yes,Programming,2,UI/UX,Relationship,Yes,Bachelor,No,4.95,No,7.425000000000001,105,53000
1087,2020,Male,21,2019,9,No,Yes,4,2,Online,Yes,Yes,5,Advance,100,No,No,No,Cyber security,1,Software,Single,Yes,Family,No,6.4,No,9.475,132,55000
1088,2019,Male,23,2019,11,No,Yes,3,1,Online,Yes,Yes,2,Intermediate,100,Yes,No,No,Networking,1,Hardware,Married,Yes,Family,No,3.85,No,6.65,136,55000
1089,2020,Male,23,2019,11,No,Yes,3,3,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Programming,1,Software,Single,Yes,Bachelor,No,3.9000000000000004,No,6.625,143,55000
1090,2022,Female,20,2020,6,No,Yes,3,2,Offline,Yes,Yes,3,Basic,30,No,No,Yes,Networking,1,Hardware,Relationship,Yes,Family,No,4.699999999999999,No,7.45,77,55000
1091,2020,Male,22,2020,10,No,Yes,1,2,Offline,Yes,No,2,Intermediate,100,No,No,No,Web development,2,Data Science,Single,No,Bachelor,Yes,6.8999999999999995,No,9.5,136,55000
1092,2022,Female,20,2021,4,No,Yes,3,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,2,Data Science,Single,Yes,Bachelor,No,3.9000000000000004,No,7.425000000000001,67,55000
1093,2019,Female,21,2018,10,No,Yes,1,1,Online,Yes,Yes,9,Intermediate,57,Yes,No,No,Cyber security,1,Hardware,Relationship,Yes,Bachelor,Yes,3.1,No,5.875,137,56000
1094,2020,Female,21,2019,10,No,Yes,5,2,Online,Yes,Yes,4,Advance,90,No,No,Yes,Machine Learning,2,Software,Single,Yes,Family,No,4.875,No,7.3,139,58000
1095,2021,Female,21,2021,9,No,Yes,1,1,Offline,Yes,Yes,2,Advance,50,Yes,No,No,Cyber security,2,Data Science,Married,Yes,Family,Yes,4.125,No,6.75,139,59000
1096,2018,Female,24,2016,8,No,Yes,3,2,Online,Yes,Yes,8,Intermediate,89,Yes,No,No,Networking,1,Data Science,Married,No,Family,No,2.7750000000000004,No,5.875,95,60000
1097,2020,Female,24,2018,9,No,Yes,1,2,Offline,Yes,Yes,8,Intermediate,70,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,4.275,No,7.05,118,60000
1098,2020,Male,23,2019,11,Yes,Yes,4,2,Online,Yes,Yes,5,Intermediate,95,Yes,No,Yes,Networking,5,Data Science,Relationship,Yes,Bachelor,No,3.325,No,7.4750000000000005,104,60000
1099,2021,Female,20,2020,9,No,Yes,2,1,Offline,Yes,No,3,Intermediate,100,Yes,No,Yes,Artificial Intelligence,2,Data Science,Relationship,Yes,Bachelor,No,6.4,No,9.075,106,60000
1100,2022,Male,22,2022,3,Yes,Yes,4,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development,2,UI/UX,Single,No,Bachelor,No,7.025,No,9.925,51,60000
1101,2020,Female,21,2020,10,Yes,Yes,2,1,Offline,Yes,Yes,1,Advance,100,No,No,No,Artificial Intelligence,1,Software,Relationship,No,Bachelor,No,6.825,No,9.525,135,61000
1102,2021,Female,19,2021,6,No,Yes,7,3,Offline,Yes,Yes,3,Intermediate,89,No,No,No,Programming,1,UI/UX,Relationship,No,Family,No,4.699999999999999,No,7.25,132,64000
1103,2022,Male,23,2020,5,Yes,Yes,2,3,Online,Yes,Yes,3,Basic,90,No,No,No,Networking,3,Hardware,Single,Yes,Family,No,5.825,No,9.200000000000001,43,65000
1104,2019,Male,24,2018,11,No,Yes,3,2,Online,Yes,Yes,5,Intermediate,100,No,No,Yes,Web development,2,Software,Single,No,Bachelor,Yes,5.550000000000001,No,8.625,132,66000
1105,2021,Male,20,2020,9,No,Yes,2,1,Offline,Yes,Yes,3,Advance,45,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,3.625,No,6.324999999999999,117,66000
1106,2022,Female,20,2021,5,No,Yes,4,2,Online,Yes,Yes,3,Intermediate,100,No,No,No,Programming,1,Software,Single,Yes,Bachelor,Yes,4.4,No,7.05,62,66000
1107,2022,Female,20,2021,5,Yes,Yes,5,3,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,Yes,6.65,No,9.475,58,67000
1108,2020,Female,25,2019,11,No,Yes,2,2,Offline,Yes,Yes,2,Intermediate,43,Yes,No,Yes,Networking,2,Hardware,Relationship,Yes,Bachelor,No,6.375,No,9.0,143,68000
1109,2020,Female,21,2020,11,No,Yes,4,2,Offline,Yes,Yes,3,Intermediate,87,No,No,Yes,Networking,4,Hardware,Married,No,Family,No,6.775,No,9.45,143,68000
1110,2022,Female,20,2021,5,No,Yes,3,1,Offline,Yes,Yes,8,Intermediate,88,No,No,No,Web development,3,UI/UX,Relationship,No,Bachelor,Yes,5.550000000000001,No,7.975,87,68000
1111,2021,Male,21,2021,4,No,Yes,1,1,Online,Yes,Yes,7,Intermediate,80,Yes,Yes,No,Machine Learning,1,Software,Relationship,Yes,Bachelor,No,4.875,No,7.199999999999999,43,68000
1112,2021,Female,22,2018,6,Yes,Yes,2,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Web development,1,Data Science,Single,No,Family,No,6.925,No,8.9,56,70000
1113,2019,Male,21,2018,8,Yes,Yes,7,2,Offline,Yes,Yes,2,Advance,100,No,No,No,Machine Learning,2,Hardware,Single,Yes,Bachelor,No,6.875,No,9.825000000000001,125,70000
1114,2021,Female,21,2020,6,Yes,Yes,6,2,Offline,Yes,Yes,6,Intermediate,100,No,No,Yes,Networking,6,Software,Single,No,Bachelor,No,6.5249999999999995,No,9.45,35,70000
1115,2020,Female,22,2020,7,No,Yes,6,2,Online,Yes,Yes,4,Advance,30,Yes,No,Yes,Cyber security,1,UI/UX,Relationship,No,Family,No,3.375,No,6.625,105,70000
1116,2020,Male,20,2020,10,No,Yes,1,3,Offline,Yes,Yes,2,Advance,87,Yes,No,No,Networking,1,Hardware,Relationship,No,Bachelor,No,6.1,No,8.9,135,70000
1117,2022,Female,20,2021,6,No,Yes,4,3,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Web development,1,Software,Relationship,Yes,Bachelor,Yes,3.9000000000000004,No,6.6000000000000005,78,70000
1118,2022,Female,20,2021,5,No,Yes,3,3,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Networking,1,Hardware,Relationship,No,Bachelor,No,4.4,No,7.1,58,70000
1119,2022,Female,20,2020,4,No,Yes,5,4,Offline,Yes,Yes,6,Intermediate,70,No,No,Yes,Web development,2,Software,Relationship,Yes,Family,No,4.75,No,7.824999999999999,89,71000
1120,2021,Male,21,2020,6,No,Yes,4,2,Offline,Yes,Yes,6,Intermediate,100,No,No,Yes,Programming,3,UI/UX,Single,No,Family,No,4.975,No,7.625,79,71000
1121,2022,Female,21,2021,7,No,Yes,1,2,Offline,Yes,Yes,2,Intermediate,56,Yes,No,No,Artificial Intelligence,2,Data Science,Relationship,No,Family,No,6.075,No,8.875,107,71000
1122,2019,Female,23,2019,10,No,Yes,5,1,Offline,Yes,Yes,2,Basic,91,No,No,No,Programming,2,Software,Single,No,Bachelor,Yes,4.175,No,6.8500000000000005,137,74000
1123,2020,Female,20,2020,11,Yes,Yes,4,1,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Networking,1,Hardware,Married,No,Family,No,6.949999999999999,No,9.575,143,74000
1124,2020,Male,22,2019,9,Yes,Yes,3,4,Offline,Yes,Yes,6,Advance,100,No,No,No,Programming,3,UI/UX,Single,No,Bachelor,Yes,4.525,No,7.375,137,75000
1125,2020,Male,20,2020,11,Yes,Yes,7,4,Offline,Yes,Yes,2,Advance,100,No,No,No,Cyber security,3,Data Science,Single,Yes,Family,No,7.275,No,9.925,139,75000
1126,2023,Male,19,2022,2,No,Yes,3,1,Online,Yes,Yes,5,Basic,100,No,No,No,Cyber security,1,UI/UX,Single,No,Bachelor,No,6.625,No,8.924999999999999,27,75000
1127,2019,Male,24,2018,11,No,Yes,4,2,Online,Yes,Yes,6,Intermediate,77,No,No,Yes,Cyber security,2,Data Science,Single,No,Family,Yes,5.575,No,9.125,145,76000
1128,2020,Female,21,2019,7,No,Yes,3,1,Online,Yes,Yes,6,Basic,86,No,No,No,Web development,3,Software,Single,No,Family,Yes,5.324999999999999,No,8.2,98,77000
1129,2019,Male,23,2019,11,Yes,Yes,5,3,Offline,Yes,Yes,5,Intermediate,100,No,No,Yes,Machine Learning,2,Software,Single,Yes,Family,No,6.65,No,9.625,145,77000
1130,2020,Female,20,2020,11,No,Yes,3,3,Online,Yes,No,3,Intermediate,100,No,No,Yes,Web development,4,Software,Single,Yes,Family,No,7.175000000000001,No,9.75,143,77000
1131,2022,Female,20,2021,7,No,Yes,2,2,Online,Yes,Yes,3,Intermediate,67,No,No,Yes,Networking,3,Hardware,Relationship,Yes,Bachelor,Yes,6.625,No,9.375,95,77000
1132,2021,Female,22,2021,10,No,Yes,2,3,Online,Yes,No,1,Intermediate,100,No,No,No,Web development,2,Software,Relationship,Yes,Family,No,3.4499999999999997,No,6.2749999999999995,134,77000
1133,2019,Male,25,2018,11,Yes,Yes,5,3,Online,Yes,No,12,Intermediate,100,No,No,Yes,Machine Learning,2,UI/UX,Married,No,Family,No,5.475,No,8.625,103,78000
1134,2020,Female,20,2019,8,No,Yes,3,1,Offline,Yes,No,6,Intermediate,80,No,No,No,Web development,3,Data Science,Single,No,Family,No,5.2749999999999995,No,8.65,101,78000
1135,2020,Female,25,2019,11,No,Yes,1,2,Offline,Yes,Yes,2,Basic,67,Yes,No,No,Machine Learning,4,Data Science,Married,Yes,Family,No,4.45,No,7.0,143,78000
1136,2021,Female,19,2021,7,No,Yes,3,2,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Artificial Intelligence,2,Hardware,Single,No,Bachelor,No,6.125,No,9.399999999999999,100,78000
1137,2021,Male,20,2020,10,No,Yes,2,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Networking,4,Hardware,Single,Yes,Family,No,6.675,No,9.25,132,79000
1138,2021,Male,21,2021,9,Yes,Yes,3,3,Online,Yes,Yes,2,Basic,100,Yes,No,Yes,Programming,2,Data Science,Relationship,Yes,Family,No,6.5249999999999995,No,9.425,123,79000
1139,2020,Female,25,2018,12,Yes,Yes,6,2,Online,Yes,Yes,6,Intermediate,80,No,No,Yes,Web development,3,Software,Married,No,Family,No,4.025,No,7.025,133,80000
1140,2020,Male,23,2019,9,No,Yes,1,1,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Networking,1,Hardware,Married,No,Bachelor,No,7.2250000000000005,No,9.725,102,80000
1141,2021,Female,20,2020,9,No,Yes,2,2,Offline,Yes,Yes,3,Basic,100,Yes,No,No,Cyber security,4,Data Science,Married,Yes,Family,No,4.2,No,6.775,101,80000
1142,2020,Male,20,2020,11,No,Yes,1,1,Offline,Yes,Yes,3,Advance,100,No,No,Yes,Cyber security,2,Data Science,Relationship,Yes,Bachelor,No,4.074999999999999,No,6.75,143,80000
1143,2021,Male,20,2021,7,No,Yes,2,1,Offline,Yes,Yes,2,Advance,95,No,No,Yes,Machine Learning,3,Software,Relationship,No,Family,No,3.9000000000000004,No,6.6000000000000005,97,80000
1144,2020,Male,20,2020,11,No,Yes,4,1,Offline,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,4,Data Science,Relationship,Yes,Bachelor,No,6.875,No,9.5,143,81000
1145,2020,Male,22,2018,7,Yes,Yes,6,3,Offline,Yes,No,3,Advance,100,No,No,No,Web development,3,Software,Single,No,Family,No,6.4,No,9.875,115,85000
1146,2020,Female,22,2020,11,No,Yes,2,3,Offline,Yes,Yes,1,Intermediate,100,Yes,No,No,Web development,4,Software,Married,No,Family,No,6.4,No,9.15,143,86000
1147,2019,Male,24,2018,11,No,Yes,5,2,Offline,Yes,Yes,3,Intermediate,89,Yes,No,No,Networking,4,Hardware,Single,Yes,Bachelor,No,4.4,No,7.2250000000000005,143,87000
1148,2020,Male,23,2019,10,No,Yes,2,2,Offline,Yes,Yes,3,Intermediate,79,Yes,No,No,Networking,1,Hardware,Single,Yes,Bachelor,No,7.175000000000001,No,9.775,139,88000
1149,2022,Male,20,2021,7,No,Yes,3,1,Offline,Yes,Yes,2,Basic,50,No,No,No,Artificial Intelligence,4,Data Science,Relationship,Yes,Bachelor,No,3.9000000000000004,No,6.574999999999999,88,88000
1150,2019,Male,21,2018,11,Yes,Yes,2,1,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Machine Learning,2,Data Science,Relationship,Yes,Bachelor,Yes,6.425,No,9.7,145,89000
1151,2019,Male,25,2018,11,No,Yes,4,2,Online,Yes,Yes,3,Advance,81,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,No,3.75,No,6.574999999999999,143,89000
1152,2021,Female,20,2020,10,No,Yes,3,3,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Machine Learning,2,Data Science,Single,No,Bachelor,No,6.375,No,9.0,135,89000
1153,2022,Female,19,2021,4,Yes,Yes,5,2,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Machine Learning,2,Hardware,Single,Yes,Family,No,6.4,No,9.725,29,89000
1154,2019,Male,24,2019,11,Yes,Yes,6,3,Online,Yes,No,2,Advance,100,No,No,Yes,Artificial Intelligence,1,Hardware,Single,Yes,Family,No,7.175000000000001,No,9.85,143,90000
1155,2019,Female,24,2019,11,No,No,1,2,Offline,Yes,No,5,Advance,100,No,No,Yes,Networking,2,Hardware,Single,Yes,Bachelor,No,6.2,No,9.45,144,90000
1156,2021,Male,24,2019,6,No,Yes,1,1,Offline,Yes,Yes,10,Advance,90,No,No,No,Networking,1,Hardware,Single,No,Bachelor,No,3.375,No,6.625,98,90000
1157,2020,Male,22,2020,7,No,Yes,5,2,Online,Yes,Yes,8,Advance,100,No,No,No,Others,2,UI/UX,Single,No,Family,No,3.9000000000000004,No,7.45,99,90000
1158,2021,Female,20,2020,8,No,Yes,4,3,Offline,Yes,Yes,4,Intermediate,65,Yes,No,Yes,Artificial Intelligence,2,Software,Single,Yes,Family,No,4.1499999999999995,No,6.125,105,90000
1159,2022,Male,20,2021,5,No,Yes,2,2,Offline,Yes,No,3,Advance,100,No,No,Yes,Others,2,Software,Relationship,No,Family,Yes,4.65,No,7.275,60,93000
1160,2023,Female,19,2021,2,No,Yes,4,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Artificial Intelligence,2,Software,Single,No,Bachelor,No,6.925,No,9.575,30,95000
1161,2022,Female,21,2021,6,No,Yes,1,2,Offline,Yes,Yes,3,Intermediate,53,Yes,No,No,Networking,1,Hardware,Relationship,No,Bachelor,No,7.025,No,9.75,83,95000
1162,2021,Female,21,2020,9,Yes,Yes,2,1,Offline,Yes,Yes,3,Advance,100,Yes,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,No,6.875,No,9.525,120,96000
1163,2019,Male,25,2018,11,No,Yes,5,1,Offline,Yes,Yes,3,Advance,67,No,No,Yes,Web development,4,Software,Single,Yes,Bachelor,No,3.9000000000000004,No,6.574999999999999,143,97000
1164,2020,Male,23,2019,10,Yes,Yes,2,2,Offline,Yes,Yes,6,Intermediate,100,No,No,No,Networking,1,Hardware,Single,No,Family,No,7.275,No,9.95,91,97000
1165,2022,Male,21,2021,5,No,Yes,2,2,Offline,Yes,No,2,Advance,54,No,No,No,Networking,2,Hardware,Married,No,Family,No,3.85,No,6.574999999999999,68,97000
1166,2019,Female,25,2018,11,No,Yes,3,3,Offline,Yes,Yes,3,Intermediate,87,Yes,Yes,No,Networking,4,Hardware,Relationship,No,Bachelor,No,4.45,No,7.075,143,98000
1167,2022,Female,22,2019,4,Yes,No,8,1,Online,Yes,Yes,10,Advance,70,Yes,No,Yes,Web development,1,UI/UX,Relationship,Yes,Family,No,7.25,No,9.7,60,100000
1168,2020,Male,21,2019,9,No,Yes,3,1,Offline,Yes,Yes,3,Basic,56,Yes,No,No,Cyber security,4,Data Science,Relationship,Yes,Family,Yes,6.675,No,9.375,116,100000
1169,2021,Male,20,2021,8,No,Yes,4,2,Online,Yes,No,5,Intermediate,100,No,No,No,Cyber security,1,Data Science,Single,No,Family,No,5.825,No,8.625,102,100000
1170,2020,Female,24,2018,9,No,Yes,3,3,Offline,Yes,Yes,3,Intermediate,68,No,No,No,Networking,4,Hardware,Relationship,Yes,Bachelor,No,6.8999999999999995,No,8.9,123,110000
1171,2021,Male,21,2020,6,No,Yes,5,2,Online,Yes,Yes,9,Intermediate,60,Yes,No,No,Web development,2,Machine Learning,Relationship,No,Bachelor,No,3.075,No,6.8999999999999995,89,110000
1172,2020,Female,22,2020,10,No,Yes,2,3,Online,Yes,Yes,3,Intermediate,55,Yes,No,No,Programming,4,UI/UX,Married,No,Family,No,5.875,No,8.7,135,116000
1173,2020,Male,22,2019,9,No,Yes,4,3,Offline,Yes,Yes,3,Intermediate,76,Yes,No,Yes,Networking,2,Hardware,Married,No,Family,No,3.35,No,6.2,103,117000
1174,2019,Female,25,2018,11,Yes,Yes,6,3,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Artificial Intelligence,2,Hardware,Single,No,Family,No,5.175,No,7.800000000000001,144,119000
1175,2020,Male,20,2020,11,No,Yes,4,1,Online,Yes,Yes,2,Advance,100,Yes,No,No,Cyber security,1,Data Science,Single,Yes,Bachelor,No,6.4,No,9.0,143,120000
1176,2022,Female,21,2021,6,No,Yes,3,1,Offline,Yes,Yes,2,Basic,63,No,No,Yes,Networking,2,Hardware,Single,No,Family,No,4.425,No,7.0,78,120000
1177,2022,Female,20,2021,6,No,Yes,3,2,Offline,Yes,Yes,3,Basic,66,Yes,Yes,No,Networking,4,Hardware,Relationship,No,Bachelor,No,6.675,No,9.425,78,120000
1178,2019,Female,22,2019,11,No,Yes,2,1,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Web development,4,Software,Single,Yes,Bachelor,No,4.65,No,7.325,143,121000
1179,2022,Male,20,2020,5,No,Yes,1,2,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Web development,4,Software,Single,Yes,Bachelor,No,4.675000000000001,No,7.35,68,121000
1180,2021,Male,20,2019,7,No,Yes,2,1,Online,Yes,Yes,9,Intermediate,80,Yes,No,Yes,Programming,2,Software,Single,No,Family,Yes,3.05,No,6.949999999999999,107,130000
1181,2022,Female,21,2021,6,No,Yes,3,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,4,Data Science,Relationship,Yes,Bachelor,No,3.5,No,6.35,77,130000
1182,2022,Female,20,2021,5,No,Yes,3,3,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Cyber security,2,Data Science,Single,Yes,Family,No,4.45,No,7.075,59,135000
1183,2022,Male,20,2021,5,No,Yes,4,3,Offline,Yes,Yes,3,Intermediate,78,No,No,Yes,Web development,4,Software,Married,No,Family,No,4.425,No,7.125,63,136000
1184,2019,Male,22,2018,11,No,Yes,5,3,Offline,Yes,No,5,Advance,100,No,No,No,Programming,1,UI/UX,Single,No,Family,Yes,6.375,No,9.15,143,137000
1185,2021,Male,20,2021,9,No,Yes,1,2,Offline,Yes,Yes,2,Advance,100,No,No,No,Artificial Intelligence,1,Software,Single,No,Bachelor,Yes,6.625,No,9.7,125,140000
1186,2019,Female,25,2018,11,Yes,Yes,5,3,Offline,Yes,Yes,3,Intermediate,35,Yes,No,Yes,Networking,2,Hardware,Relationship,Yes,Bachelor,No,7.025,No,9.75,143,144000
1187,2021,Female,20,2020,9,No,Yes,2,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Data Science,Relationship,Yes,Family,No,5.85,No,8.6,113,167000
1188,2020,Male,20,2020,11,No,Yes,2,1,Offline,Yes,Yes,3,Advance,87,Yes,No,No,Cyber security,4,Data Science,Single,Yes,Family,No,5.875,No,8.575000000000001,143,170000
1189,2021,Female,20,2020,8,No,Yes,1,2,Online,Yes,Yes,2,Basic,46,Yes,No,No,Cyber security,2,Data Science,Relationship,Yes,Bachelor,No,6.625,No,9.425,100,180000
1190,2022,Male,23,2020,8,Yes,Yes,4,2,Offline,Yes,Yes,4,Basic,100,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,6.25,No,5.550000000000001,18,200000
1191,2021,Male,22,2020,9,No,Yes,3,2,Offline,Yes,No,2,Basic,100,Yes,No,No,Networking,2,Hardware,Married,Yes,Family,No,3.9000000000000004,No,6.949999999999999,100,200000
1192,2019,Female,25,2018,11,No,Yes,5,3,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,4,Software,Single,No,Bachelor,No,3.5,No,6.3,136,210000
